# momentum mesh points number: 100
! momentum mesh points and weights:
	2.25957805163261582e-01	5.79853027358948836e-01
	1.19031572617177517e+00	1.34923763844159939e+00
	2.92428053503954288e+00	2.11844430395521055e+00
	5.42654357186222569e+00	2.88568015508875897e+00
	8.69470716266562249e+00	3.65011635554959923e+00
	1.27255893248753864e+01	4.41099204856068283e+00
	1.75152553095357462e+01	5.16756009722951060e+00
	2.30590267463453529e+01	5.91908001293899222e+00
	2.93514876239198657e+01	6.66481699075576994e+00
	3.63864900504893285e+01	7.40404215210219618e+00
	4.41571604433180482e+01	8.13603309632519256e+00
	5.26559063245099424e+01	8.86007454443568321e+00
	6.18744237776430737e+01	9.57545901134255395e+00
	7.18037055810073070e+01	1.02814874846951607e+01
	8.24340500191163983e+01	1.09774701016729992e+01
	9.37550703682339872e+01	1.16627268197625451e+01
	1.05755705048742243e+02	1.23365880793998972e+01
	1.18424228435509917e+02	1.29983954571380611e+01
	1.31748262316270143e+02	1.36475023083544649e+01
	1.45714787987133832e+02	1.42832743986896435e+01
	1.60310158973607145e+02	1.49050905235016415e+01
	1.75520114364794154e+02	1.55123431146752413e+01
	1.91329792747823262e+02	1.61044388341608062e+01
	2.07723746728928631e+02	1.66807991536433917e+01
	2.24685958027022480e+02	1.72408609197638789e+01
	2.42199853125030813e+02	1.77840769043323235e+01
	2.60248319463712960e+02	1.83099163389912007e+01
	2.78813722162147940e+02	1.88178654338028899e+01
	2.97877921248559801e+02	1.93074278792527068e+01
	3.17422289384645808e+02	1.97781253311755201e+01
	3.37427730066096387e+02	2.02294978781311308e+01
	3.57874696281522290e+02	2.06611044907711658e+01
	3.78743209611561440e+02	2.10725234527578671e+01
	4.00012879749503384e+02	2.14633527728133942e+01
	4.21662924424360369e+02	2.18332105774968461e+01
	4.43672189706917777e+02	2.21817354843249603e+01
	4.66019170678924866e+02	2.25085869548718946e+01
	4.88682032445230277e+02	2.28134456275028512e+01
	5.11638631468331312e+02	2.30960136294165004e+01
	5.34866537204492374e+02	2.33560148676911403e+01
	5.58343054020292129e+02	2.35931952990502722e+01
	5.82045243368185311e+02	2.38073231780838697e+01
	6.05949946199410988e+02	2.39981892836829083e+01
	6.30033805592350063e+02	2.41656071234657581e+01
	6.54273289574220030e+02	2.43094131159967972e+01
	6.78644714113809982e+02	2.44294667506191132e+01
	7.03124266262788524e+02	2.45256507247451587e+01
	7.27688027422975438e+02	2.45978710584711884e+01
	7.52311996716841918e+02	2.46460571864034890e+01
	7.76972114438403878e+02	2.46701620266066683e+01
	8.01644285561596234e+02	2.46701620266066683e+01
	8.26304403283158194e+02	2.46460571864034890e+01
	8.50928372577024675e+02	2.45978710584711884e+01
	8.75492133737211589e+02	2.45256507247451587e+01
	8.99971685886190130e+02	2.44294667506191132e+01
	9.24343110425780083e+02	2.43094131159967972e+01
	9.48582594407650049e+02	2.41656071234657581e+01
	9.72666453800589125e+02	2.39981892836829083e+01
	9.96571156631814802e+02	2.38073231780838697e+01
	1.02027334597970798e+03	2.35931952990502722e+01
	1.04374986279550762e+03	2.33560148676911403e+01
	1.06697776853166874e+03	2.30960136294165004e+01
	1.08993436755476978e+03	2.28134456275028512e+01
	1.11259722932107525e+03	2.25085869548718946e+01
	1.13494421029308228e+03	2.21817354843249603e+01
	1.15695347557563969e+03	2.18332105774968461e+01
	1.17860352025049679e+03	2.14633527728133942e+01
	1.19987319038843862e+03	2.10725234527578671e+01
	1.22074170371847777e+03	2.06611044907711658e+01
	1.24118866993390384e+03	2.02294978781311308e+01
	1.26119411061535425e+03	1.97781253311755201e+01
	1.28073847875144020e+03	1.93074278792527068e+01
	1.29980267783785212e+03	1.88178654338028899e+01
	1.31836808053628715e+03	1.83099163389912007e+01
	1.33641654687496930e+03	1.77840769043323235e+01
	1.35393044197297763e+03	1.72408609197638789e+01
	1.37089265327107159e+03	1.66807991536433917e+01
	1.38728660725217696e+03	1.61044388341608062e+01
	1.40309628563520596e+03	1.55123431146752413e+01
	1.41830624102639285e+03	1.49050905235016415e+01
	1.43290161201286628e+03	1.42832743986896435e+01
	1.44686813768372986e+03	1.36475023083544649e+01
	1.46019217156449031e+03	1.29983954571380611e+01
	1.47286069495125776e+03	1.23365880793998972e+01
	1.48486132963176624e+03	1.16627268197625451e+01
	1.49618234998088383e+03	1.09774701016729992e+01
	1.50681269441899281e+03	1.02814874846951607e+01
	1.51674197622235715e+03	9.57545901134255395e+00
	1.52596049367549017e+03	8.86007454443568321e+00
	1.53445923955668195e+03	8.13603309632519256e+00
	1.54222990994951078e+03	7.40404215210219618e+00
	1.54926491237608025e+03	6.66481699075576994e+00
	1.55555737325365476e+03	5.91908001293899222e+00
	1.56110114469046448e+03	5.16756009722951060e+00
	1.56589081067512461e+03	4.41099204856068283e+00
	1.56992169283733438e+03	3.65011635554959923e+00
	1.57318985642813777e+03	2.88568015508875897e+00
	1.57569211946496057e+03	2.11844430395521055e+00
	1.57742608427382834e+03	1.34923763844159939e+00
	1.57839044219483685e+03	5.79853027358948836e-01
